video,cp,dg,eps_continue,a_first,omega_max,steers,brakes,brakes_any_step,a_min,t_first_brake,seed
LC_dv07_Tlc2p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,0.0,1933.667877642008,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152573,0.0,0
LC_dv07_Tlc2p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,0.0,1933.6678776420201,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152573,0.0,0
LC_dv07_Tlc2p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,0.0,1946.099408080098,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc2p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,0.0,1933.6678776424353,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152573,0.0,0
LC_dv07_Tlc2p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,182187.04007350447,211619.35352828,-6.890070570689451,0.2356669842023529,True,True,True,-6.890070570689451,0.0,0
LC_dv07_Tlc2p0_TTC03_CP1_S5p033_E15p033.mp4,CP1,0.0,8371.617456055052,-3.158503093808395,0.2040432790728217,True,True,True,-5.692930932152573,0.0,0
LC_dv07_Tlc2p0_TTC03_CP2_S5p333_E15p333.mp4,CP2,0.0,1933.6678776420251,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc2p0_TTC03_CP3_S5p633_E15p633.mp4,CP3,0.0,2852.341346698868,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152573,0.0,0
LC_dv07_Tlc2p0_TTC03_CP4_S5p933_E15p933.mp4,CP4,0.0,1934.424438581146,-3.3825720469377023,0.20493829296482763,True,True,True,-6.153591783184262,0.0,0
LC_dv07_Tlc2p0_TTC03_CP5_S6p233_E16p233.mp4,CP5,52639.96889584628,75435.09568878745,-5.784602229837412,0.16069925904375063,True,True,True,-5.784602229837412,0.0,0
LC_dv07_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.0,1454.8400860496909,-3.612829506004453,0.24323675924276453,True,True,True,-4.28071901465811,0.0,0
LC_dv07_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,0.0,2111.3710633026963,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,0.0,11254.603538541933,-5.192609243137954,0.2953670931968688,True,True,True,-5.535309829595942,0.0,0
LC_dv07_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,0.0,1932.8766727199784,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,0.0,8403.398946231035,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.0,1454.8400860496909,-3.612829506004453,0.24323675924276453,True,True,True,-4.28071901465811,0.0,0
LC_dv07_Tlc2p0_TTC05_CP2_S5p367_E15p367.mp4,CP2,0.0,2022.4239172602304,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc2p0_TTC05_CP4_S5p967_E15p967.mp4,CP4,0.0,1932.8766727199784,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc2p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.0,3236.530763627119,-3.612829506004453,0.24323675924276453,True,True,True,-4.28071901465811,0.0,0
LC_dv07_Tlc2p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,0.0,4905.138708169688,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc2p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,0.0,1933.621693387747,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0,1452.3843864503285,-3.3825720469377023,0.20493829296482763,True,True,True,-6.153591783184262,0.0,0
LC_dv07_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,0.0,2221.984028023346,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,0.0,9312.397892492496,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152573,0.0,0
LC_dv07_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,0.0,1932.8766727199784,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,0.0,9342.151195600312,-4.366252156984764,0.22847092050589635,True,True,True,-4.366252156984764,0.0,0
LC_dv07_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0,1454.8400860496909,-3.612829506004453,0.24323675924276453,True,True,True,-4.28071901465811,0.0,0
LC_dv07_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,0.0,2174.7063943072426,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,0.0,2269.7489378449036,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,0.0,1932.8766727199784,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,0.0,8618.347930230766,-3.1585030938083922,0.20404327907282183,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc3p0_TTC04_CP1_S5p033_E15p033.mp4,CP1,0.0,1932.8766727199745,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc3p0_TTC04_CP2_S5p333_E15p333.mp4,CP2,0.0,1929.9628684943436,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc3p0_TTC04_CP3_S5p633_E15p633.mp4,CP3,0.0,2533.1712253540977,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc3p0_TTC04_CP4_S5p933_E15p933.mp4,CP4,0.0,1930.471285745317,-3.3825720469377023,0.20493829296482763,True,True,True,-6.153591783184262,0.0,0
LC_dv07_Tlc3p0_TTC04_CP5_S6p233_E16p233.mp4,CP5,0.0,1454.8400860496909,-3.612829506004453,0.24323675924276453,True,True,True,-4.28071901465811,0.0,0
LC_dv07_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.0,1454.8400860496909,-3.612829506004453,0.24323675924276453,True,True,True,-4.28071901465811,0.0,0
LC_dv07_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,0.0,10204.089970966275,-5.301745695747309,0.1686493307918105,True,True,True,-5.479632657210224,0.0,0
LC_dv07_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,0.0,7245.872150087764,-3.1585030938083922,0.20404327907282177,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,0.0,1932.8766727204008,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,0.0,1932.8766727204106,-1.7253106665904014,0.2436502675505946,True,True,True,-3.5362677077278484,0.0,0
LC_dv07_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,0.0,1932.8766727204056,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0,1454.6901270709893,-3.612829506004453,0.24323675924276453,True,True,True,-4.280719014658112,0.0,0
LC_dv07_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,0.0,2219.896077081406,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,0.0,9368.046968699373,-3.158503093808395,0.20404327907282177,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,0.0,1932.8766727199784,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,0.0,9653.386803357662,-3.1585030938083922,0.2040432790728218,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0,1455.5342504809496,-3.612829506004453,0.24323675924276453,True,True,True,-4.28071901465811,0.0,0
LC_dv07_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,0.0,2170.335890402227,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152573,0.0,0
LC_dv07_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,0.0,1933.5672603260714,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152573,0.0,0
LC_dv07_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,0.0,1930.379052207398,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152573,0.0,0
LC_dv07_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,0.0,9663.864127411332,-3.1585030938083922,0.2040432790728218,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc4p0_TTC04_CP1_S5p033_E15p033.mp4,CP1,0.0,1930.0401073717228,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152573,0.0,0
LC_dv07_Tlc4p0_TTC04_CP2_S5p333_E15p333.mp4,CP2,0.0,1932.8766727199784,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc4p0_TTC04_CP3_S5p633_E15p633.mp4,CP3,0.0,2114.907882364589,-3.158503093808395,0.20404327907282174,True,True,True,-5.692930932152575,0.0,0
LC_dv07_Tlc4p0_TTC04_CP4_S5p933_E15p933.mp4,CP4,0.0,1934.5340558945882,-3.3825720469377023,0.20493829296482763,True,True,True,-6.153591783184262,0.0,0
